Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
36026,2024-02-10,16:04,Patna,373,BURGLARY,22,F,Explosives,5,25.603763,85.177681
36027,2024-02-10,10:40,Pune,277,KIDNAPPING,20,M,Firearm,18,18.61382,73.787512
36028,2024-02-10,15:39,Mumbai,545,DRUG OFFENSE,68,F,Blunt Object,2,18.937224,72.822103
36029,2024-02-10,17:51,Mumbai,485,SHOPLIFTING,72,M,Blunt Object,11,19.092081,72.818497
36030,2024-02-10,11:34,Delhi,176,FIREARM OFFENSE,74,F,Explosives,1,28.876528,77.04619
36031,2024-02-10,15:07,Ghaziabad,241,ARSON,15,F,Firearm,7,28.630412,77.345751
36032,2024-02-10,10:05,Pune,560,CYBERCRIME,67,F,Explosives,8,18.553935,73.799157
36033,2024-02-10,05:56,Lucknow,591,COUNTERFEITING,51,F,Explosives,10,26.848763,80.916191
36034,2024-02-10,17:04,Nashik,510,COUNTERFEITING,19,F,Poison,6,19.998878,73.735089
36035,2024-02-10,15:48,Mumbai,168,FRAUD,49,M,Explosives,8,19.044231,72.853139
36036,2024-02-10,21:32,Mumbai,218,TRAFFIC VIOLATION,54,M,Explosives,5,19.170584,72.869994
36037,2024-02-10,21:54,Chennai,408,ASSAULT,49,M,Explosives,11,13.024248,80.226124
36038,2024-02-10,06:51,Ghaziabad,159,PUBLIC INTOXICATION,73,F,Firearm,7,28.746977,77.397515
36039,2024-02-10,07:35,Varanasi,457,CYBERCRIME,51,F,Explosives,14,25.342061,82.958976
36040,2024-02-10,08:07,Jaipur,329,VEHICLE - STOLEN,73,F,Explosives,11,26.921843,75.942772
36041,2024-02-10,06:22,Mumbai,132,ARSON,70,M,None,5,19.0735,72.899639
36042,2024-02-10,13:36,Hyderabad,107,DRUG OFFENSE,66,M,Firearm,11,17.388197,78.394502
36043,2024-02-10,20:46,Indore,114,DRUG OFFENSE,67,F,Firearm,13,22.730367,75.762389
36044,2024-02-10,21:32,Pune,598,BURGLARY,16,M,None,18,18.491883,73.857789
36045,2024-02-10,19:07,Pune,572,BURGLARY,55,F,Firearm,3,18.541847,73.879488
36046,2024-02-10,18:14,Bangalore,320,TRAFFIC VIOLATION,74,F,Poison,12,13.014436,77.511052
36047,2024-02-10,13:45,Delhi,358,BURGLARY,20,F,Knife,18,28.706978,77.224075
36048,2024-02-10,05:30,Mumbai,196,DRUG OFFENSE,57,M,Other,10,19.087024,72.92575
36049,2024-02-11,07:31,Hyderabad,279,IDENTITY THEFT,19,M,Blunt Object,8,17.503271,78.480629
36050,2024-02-11,20:36,Bangalore,450,COUNTERFEITING,14,F,Firearm,2,12.949258,77.653193
36051,2024-02-11,12:07,Pune,198,HOMICIDE,50,M,None,8,18.565702,73.949861
36052,2024-02-11,20:24,Pune,444,FRAUD,48,F,Explosives,18,18.556948,73.881211
36053,2024-02-11,21:18,Meerut,288,BURGLARY,27,F,Poison,9,28.938921,77.629124
36054,2024-02-11,19:05,Mumbai,495,IDENTITY THEFT,46,F,Firearm,10,19.086815,72.767493
36055,2024-02-11,22:20,Visakhapatnam,405,TRAFFIC VIOLATION,13,M,Poison,4,17.689362,83.337106
36056,2024-02-11,02:43,Ghaziabad,428,TRAFFIC VIOLATION,16,M,Firearm,19,28.708606,77.469194
36057,2024-02-11,18:43,Chennai,249,VANDALISM,49,F,Firearm,15,12.940567,80.154513
36058,2024-02-11,10:58,Nagpur,596,COUNTERFEITING,40,M,None,9,21.141404,79.167637
36059,2024-02-11,22:30,Kolkata,372,KIDNAPPING,51,F,None,5,22.693729,88.371213
36060,2024-02-11,11:20,Delhi,319,DOMESTIC VIOLENCE,35,F,Poison,13,28.636424,77.120004
36061,2024-02-11,00:02,Agra,149,FRAUD,79,M,Explosives,14,27.247593,78.018206
36062,2024-02-11,12:19,Visakhapatnam,207,PUBLIC INTOXICATION,39,F,Blunt Object,12,17.677007,83.257134
36063,2024-02-11,15:59,Mumbai,496,BURGLARY,74,F,Other,2,19.089325,72.826842
36064,2024-02-11,02:54,Surat,114,EXTORTION,64,F,Other,18,21.207299,72.892372
36065,2024-02-11,22:02,Bangalore,486,EXTORTION,37,F,Explosives,13,13.067296,77.624539
36066,2024-02-11,15:33,Mumbai,572,DOMESTIC VIOLENCE,37,F,None,3,19.172537,72.912324
36067,2024-02-11,14:58,Thane,353,ASSAULT,12,F,Other,9,19.115742,72.994694
36068,2024-02-11,00:09,Nashik,193,ASSAULT,46,F,Knife,3,19.970422,73.740723
36069,2024-02-11,13:30,Patna,251,CYBERCRIME,49,F,Knife,5,25.611039,85.141516
36070,2024-02-11,03:28,Delhi,485,COUNTERFEITING,29,F,Knife,6,28.830355,77.158775
36071,2024-02-11,17:00,Bangalore,451,VANDALISM,38,M,Poison,7,12.987169,77.657165
36072,2024-02-11,19:11,Nashik,262,SHOPLIFTING,56,F,Firearm,1,20.018322,73.799145
36073,2024-02-12,02:54,Kolkata,261,EXTORTION,32,M,Other,6,22.643967,88.416113
36074,2024-02-12,22:31,Pune,252,PUBLIC INTOXICATION,29,F,Poison,11,18.626486,73.819708
36075,2024-02-12,08:33,Bangalore,330,FIREARM OFFENSE,68,F,Knife,19,12.972996,77.692939
36076,2024-02-12,05:14,Bangalore,259,FIREARM OFFENSE,15,M,Poison,8,13.00838,77.639474
36077,2024-02-12,13:49,Delhi,262,TRAFFIC VIOLATION,61,F,Poison,15,28.737049,77.093877
36078,2024-02-12,00:02,Bangalore,512,ILLEGAL POSSESSION,40,M,Knife,16,12.962863,77.584067
36079,2024-02-12,17:03,Delhi,283,PUBLIC INTOXICATION,52,F,Knife,1,28.552091,77.197144
36080,2024-02-12,03:32,Hyderabad,172,SHOPLIFTING,58,F,Poison,1,17.457095,78.502658
36081,2024-02-12,01:08,Kalyan,342,ARSON,56,M,None,5,19.264886,73.196069
36082,2024-02-12,15:15,Surat,196,FIREARM OFFENSE,40,M,None,11,21.298139,72.768265
36083,2024-02-12,11:14,Delhi,147,EXTORTION,73,F,Firearm,8,28.571864,77.166489
36084,2024-02-12,07:23,Bangalore,396,ARSON,60,F,Poison,16,13.053502,77.502858
36085,2024-02-12,13:23,Nagpur,537,HOMICIDE,35,M,Knife,1,21.097461,79.03463
36086,2024-02-12,01:06,Agra,301,FIREARM OFFENSE,76,M,Explosives,13,27.145316,78.084454
36087,2024-02-12,04:46,Kanpur,435,TRAFFIC VIOLATION,10,M,Other,17,26.5987,80.407844
36088,2024-02-12,03:26,Delhi,474,DRUG OFFENSE,22,M,Poison,3,28.751803,76.966353
36089,2024-02-12,15:08,Ludhiana,259,COUNTERFEITING,67,M,Poison,12,30.917389,75.832271
36090,2024-02-12,19:46,Chennai,449,IDENTITY THEFT,34,F,Other,10,13.116204,80.264873
36091,2024-02-12,10:00,Mumbai,262,FIREARM OFFENSE,40,F,None,12,19.180676,72.842066
36092,2024-02-12,01:14,Bhopal,376,FIREARM OFFENSE,45,F,Poison,17,23.34514,77.463601
36093,2024-02-12,14:00,Hyderabad,555,PUBLIC INTOXICATION,65,M,Poison,1,17.324661,78.565426
36094,2024-02-12,15:19,Delhi,578,TRAFFIC VIOLATION,12,F,Other,12,28.683225,77.069527
36095,2024-02-12,00:23,Nagpur,198,ASSAULT,72,F,Knife,1,21.124771,79.047758
36096,2024-02-12,03:03,Bangalore,245,IDENTITY THEFT,64,M,None,13,13.053816,77.552432
36097,2024-02-13,17:25,Delhi,585,SEXUAL ASSAULT,47,F,Knife,17,28.655457,76.934473
36098,2024-02-13,21:25,Bangalore,360,COUNTERFEITING,20,F,Firearm,14,13.089935,77.573575
36099,2024-02-13,16:46,Kolkata,291,ROBBERY,34,F,None,12,22.606606,88.367748
36100,2024-02-13,04:35,Delhi,297,HOMICIDE,43,M,Firearm,11,28.521974,77.156933
36101,2024-02-13,03:12,Agra,166,ILLEGAL POSSESSION,30,M,Firearm,2,27.178838,78.171865
36102,2024-02-13,20:58,Delhi,442,TRAFFIC VIOLATION,60,F,Knife,18,28.866584,76.912374
36103,2024-02-13,15:26,Delhi,299,IDENTITY THEFT,29,M,Explosives,17,28.862931,77.120513
36104,2024-02-13,02:36,Mumbai,106,IDENTITY THEFT,11,F,Poison,16,19.141981,72.944644
36105,2024-02-13,00:42,Kolkata,396,FIREARM OFFENSE,18,F,Firearm,11,22.533865,88.366861
36106,2024-02-13,01:11,Mumbai,431,VANDALISM,46,F,Other,19,19.025661,72.759621
36107,2024-02-13,10:50,Kanpur,183,ILLEGAL POSSESSION,39,M,Firearm,19,26.538365,80.32351
36108,2024-02-13,04:38,Chennai,125,SEXUAL ASSAULT,23,F,Blunt Object,17,13.131179,80.221147
36109,2024-02-13,20:09,Bhopal,136,TRAFFIC VIOLATION,44,M,Other,7,23.22083,77.306639
36110,2024-02-13,08:53,Delhi,201,VEHICLE - STOLEN,22,F,Blunt Object,5,28.546749,76.878216
36111,2024-02-13,07:55,Faridabad,154,VANDALISM,28,F,Firearm,11,28.400422,77.274789
36112,2024-02-13,15:05,Kolkata,531,ROBBERY,29,M,Poison,5,22.588036,88.457411
36113,2024-02-13,06:41,Pune,280,VANDALISM,47,F,Poison,19,18.450254,73.858176
36114,2024-02-13,16:06,Surat,476,PUBLIC INTOXICATION,21,M,Firearm,8,21.242218,72.762454
36115,2024-02-13,09:27,Indore,324,EXTORTION,18,F,Other,16,22.687851,75.928991
36116,2024-02-13,23:27,Kolkata,180,ROBBERY,59,M,Knife,19,22.540958,88.396829
36117,2024-02-13,12:44,Jaipur,164,COUNTERFEITING,44,F,Blunt Object,12,26.968911,75.907404
36118,2024-02-13,21:19,Bhopal,358,SEXUAL ASSAULT,47,M,Blunt Object,10,23.206502,77.493693
36119,2024-02-13,21:16,Bangalore,297,EXTORTION,30,F,Poison,5,12.94279,77.617628
36120,2024-02-13,10:19,Bhopal,490,PUBLIC INTOXICATION,39,F,Other,16,23.218149,77.339678
36121,2024-02-14,01:52,Mumbai,360,HOMICIDE,74,F,Firearm,10,18.932947,72.766815
36122,2024-02-14,05:11,Lucknow,165,ILLEGAL POSSESSION,41,F,Explosives,18,26.853642,80.938713
36123,2024-02-14,09:40,Chennai,316,ASSAULT,39,F,None,8,13.032442,80.163642
36124,2024-02-14,06:01,Patna,193,SHOPLIFTING,42,F,Poison,12,25.572063,85.073198
36125,2024-02-14,14:52,Delhi,521,FRAUD,39,F,None,3,28.58223,77.286899
36126,2024-02-14,11:29,Mumbai,485,ILLEGAL POSSESSION,35,M,Other,9,19.008279,72.830088
36127,2024-02-14,16:15,Kanpur,425,FIREARM OFFENSE,77,F,Other,18,26.436078,80.341884
36128,2024-02-14,05:00,Nagpur,554,CYBERCRIME,78,M,Knife,14,21.061297,79.162258
36129,2024-02-14,17:29,Thane,465,ASSAULT,53,M,Firearm,3,19.253271,73.005569
36130,2024-02-14,09:28,Agra,392,VEHICLE - STOLEN,77,M,None,11,27.248058,78.072034
36131,2024-02-14,18:24,Ahmedabad,548,DOMESTIC VIOLENCE,63,M,Explosives,11,23.055194,72.667036
36132,2024-02-14,17:20,Jaipur,445,KIDNAPPING,32,M,Poison,14,26.962492,75.981577
36133,2024-02-14,02:11,Nashik,393,ILLEGAL POSSESSION,68,F,Blunt Object,1,19.98152,73.760998
36134,2024-02-14,03:48,Ahmedabad,471,DOMESTIC VIOLENCE,71,F,Explosives,7,23.099669,72.566103
36135,2024-02-14,18:51,Pune,261,VANDALISM,31,M,None,19,18.583447,73.880796
36136,2024-02-14,07:33,Delhi,434,SHOPLIFTING,66,M,Firearm,7,28.511952,77.087444
36137,2024-02-14,02:58,Chennai,158,IDENTITY THEFT,27,F,Knife,10,12.901901,80.287018
36138,2024-02-14,07:18,Srinagar,264,KIDNAPPING,50,F,Poison,13,34.039131,74.944205
36139,2024-02-14,14:09,Hyderabad,467,DOMESTIC VIOLENCE,53,F,Firearm,9,17.304917,78.521439
36140,2024-02-14,06:12,Ahmedabad,220,COUNTERFEITING,64,M,Firearm,12,23.091646,72.642681
36141,2024-02-14,05:32,Kolkata,495,KIDNAPPING,63,M,Knife,18,22.519249,88.416123
36142,2024-02-14,08:08,Rajkot,270,DRUG OFFENSE,45,M,Firearm,15,22.346688,70.786172
36143,2024-02-14,19:01,Jaipur,324,VANDALISM,48,F,Blunt Object,5,26.983024,75.977384
36144,2024-02-14,01:28,Delhi,209,KIDNAPPING,67,F,Firearm,12,28.74538,77.206886
36145,2024-02-15,14:07,Mumbai,431,BURGLARY,77,M,Poison,4,19.152835,72.900357
36146,2024-02-15,15:46,Ahmedabad,263,HOMICIDE,65,F,Blunt Object,6,23.040359,72.525163
36147,2024-02-15,05:29,Kalyan,398,ROBBERY,41,F,Blunt Object,4,19.209679,73.152235
36148,2024-02-15,17:15,Surat,484,EXTORTION,24,M,Other,7,21.258459,72.7146
36149,2024-02-15,06:58,Lucknow,567,SHOPLIFTING,68,F,Blunt Object,10,26.802147,80.897774
36150,2024-02-15,01:39,Kolkata,200,COUNTERFEITING,76,F,None,18,22.649528,88.434093
36151,2024-02-15,12:21,Delhi,244,EXTORTION,41,F,Other,13,28.517086,77.299418
36152,2024-02-15,16:41,Ahmedabad,333,VEHICLE - STOLEN,11,F,Poison,5,23.096093,72.633232
36153,2024-02-15,01:54,Faridabad,330,ILLEGAL POSSESSION,19,F,None,9,28.435133,77.363625
36154,2024-02-15,13:25,Chennai,441,EXTORTION,29,M,Firearm,17,13.068806,80.203468
36155,2024-02-15,23:23,Delhi,338,DOMESTIC VIOLENCE,18,F,Blunt Object,14,28.630369,76.86395
36156,2024-02-15,23:49,Pune,532,VEHICLE - STOLEN,76,M,Blunt Object,3,18.539529,73.786012
36157,2024-02-15,09:41,Lucknow,274,ROBBERY,55,F,Explosives,2,26.867171,80.983404
36158,2024-02-15,02:01,Bangalore,306,SEXUAL ASSAULT,11,F,Blunt Object,16,12.966587,77.587409
36159,2024-02-15,07:15,Kolkata,203,ASSAULT,26,F,Other,17,22.592827,88.405633
36160,2024-02-15,10:04,Delhi,273,DOMESTIC VIOLENCE,39,M,Other,16,28.717316,77.290501
36161,2024-02-15,03:32,Delhi,276,PUBLIC INTOXICATION,73,F,Blunt Object,8,28.810155,77.012283
36162,2024-02-15,14:56,Pune,256,VEHICLE - STOLEN,30,M,Blunt Object,1,18.495339,73.832434
36163,2024-02-15,07:16,Agra,127,KIDNAPPING,61,F,Explosives,4,27.187326,78.057459
36164,2024-02-15,11:52,Thane,223,CYBERCRIME,45,F,Other,5,19.290543,73.090047
36165,2024-02-15,03:35,Pune,257,BURGLARY,25,F,Poison,3,18.581356,73.907199
36166,2024-02-15,15:20,Surat,480,BURGLARY,59,M,Poison,16,21.10816,72.720411
36167,2024-02-15,03:47,Meerut,257,BURGLARY,35,M,Explosives,19,28.969803,77.716504
36168,2024-02-15,07:27,Delhi,278,KIDNAPPING,36,F,Explosives,5,28.661924,77.234045
36169,2024-02-16,01:02,Mumbai,142,BURGLARY,27,F,Firearm,10,19.154707,72.870843
36170,2024-02-16,21:12,Faridabad,161,TRAFFIC VIOLATION,18,F,Poison,5,28.45748,77.250368
36171,2024-02-16,22:30,Delhi,578,CYBERCRIME,20,M,Firearm,7,28.881408,77.298493
36172,2024-02-16,03:17,Jaipur,197,ROBBERY,61,F,Other,3,26.964905,75.717657
36173,2024-02-16,08:11,Bangalore,452,ROBBERY,20,F,Explosives,6,13.036837,77.697906
36174,2024-02-16,23:54,Delhi,462,COUNTERFEITING,12,M,Explosives,14,28.681122,77.052059
36175,2024-02-16,18:03,Chennai,596,PUBLIC INTOXICATION,35,F,Blunt Object,2,12.980859,80.274128
36176,2024-02-16,22:55,Kolkata,456,EXTORTION,25,F,Firearm,7,22.549792,88.45547
36177,2024-02-16,11:02,Mumbai,594,VANDALISM,20,F,Other,1,18.946061,72.849414
36178,2024-02-16,23:59,Bangalore,369,VEHICLE - STOLEN,58,F,Knife,12,13.030103,77.520506
36179,2024-02-16,00:38,Surat,462,SEXUAL ASSAULT,22,M,None,9,21.201025,72.831618
36180,2024-02-16,11:29,Bhopal,104,SHOPLIFTING,58,M,Knife,11,23.261106,77.333169
36181,2024-02-16,03:42,Kalyan,514,FRAUD,27,F,Poison,17,19.208405,73.157648
36182,2024-02-16,08:11,Kolkata,198,ILLEGAL POSSESSION,54,F,Knife,6,22.691809,88.462504
36183,2024-02-16,22:13,Mumbai,439,COUNTERFEITING,40,F,Knife,11,19.167784,72.836007
36184,2024-02-16,02:09,Mumbai,522,FRAUD,13,F,Explosives,12,18.968144,72.904812
36185,2024-02-16,06:49,Delhi,164,SHOPLIFTING,29,F,Firearm,5,28.655057,77.147962
36186,2024-02-16,06:58,Thane,539,FRAUD,17,F,Explosives,15,19.29461,73.082696
36187,2024-02-16,14:37,Kanpur,452,CYBERCRIME,63,F,Blunt Object,4,26.4439,80.325929
36188,2024-02-16,11:36,Faridabad,113,ROBBERY,16,F,None,17,28.460101,77.369601
36189,2024-02-16,17:51,Delhi,488,FRAUD,20,F,Firearm,16,28.599656,77.052142
36190,2024-02-16,10:31,Jaipur,194,FIREARM OFFENSE,25,F,Other,13,26.910792,75.910872
36191,2024-02-16,00:02,Chennai,342,FRAUD,15,M,None,11,13.088689,80.296762
36192,2024-02-16,21:35,Kanpur,362,COUNTERFEITING,56,F,None,10,26.51562,80.283359
36193,2024-02-17,23:05,Bangalore,492,BURGLARY,78,F,Poison,4,12.927524,77.656676
36194,2024-02-17,07:10,Bangalore,248,ROBBERY,39,F,Explosives,7,13.025264,77.533255
36195,2024-02-17,07:41,Lucknow,407,HOMICIDE,73,M,Other,5,26.840744,80.957763
36196,2024-02-17,03:59,Delhi,476,HOMICIDE,21,F,Blunt Object,12,28.857164,77.120914
36197,2024-02-17,16:41,Indore,300,PUBLIC INTOXICATION,60,F,Blunt Object,2,22.655995,75.85276
36198,2024-02-17,11:42,Ahmedabad,353,DOMESTIC VIOLENCE,56,F,Other,3,23.070972,72.641247
36199,2024-02-17,17:46,Bhopal,333,BURGLARY,16,M,Other,17,23.233647,77.443987
36200,2024-02-17,20:42,Ahmedabad,249,DRUG OFFENSE,13,F,Firearm,11,23.08767,72.549347
36201,2024-02-17,22:03,Chennai,258,VEHICLE - STOLEN,61,M,Poison,4,12.960145,80.173631
36202,2024-02-17,02:14,Surat,528,KIDNAPPING,11,M,Poison,16,21.297426,72.708937
36203,2024-02-17,15:24,Faridabad,499,KIDNAPPING,71,F,Blunt Object,1,28.462286,77.343024
36204,2024-02-17,07:14,Ahmedabad,548,SHOPLIFTING,50,F,Explosives,13,23.0758,72.593907
36205,2024-02-17,17:28,Pune,518,FIREARM OFFENSE,59,F,Firearm,10,18.467075,73.822631
36206,2024-02-17,14:49,Bangalore,170,EXTORTION,71,M,Blunt Object,11,13.012214,77.515008
36207,2024-02-17,17:26,Faridabad,556,ILLEGAL POSSESSION,25,F,None,3,28.411434,77.375421
36208,2024-02-17,09:26,Nagpur,284,SEXUAL ASSAULT,10,F,Explosives,2,21.180319,79.122199
36209,2024-02-17,22:20,Pune,368,ASSAULT,67,M,Firearm,8,18.557063,73.828613
36210,2024-02-17,07:14,Kalyan,497,ARSON,37,M,None,17,19.275978,73.191808
36211,2024-02-17,11:27,Kanpur,243,IDENTITY THEFT,19,F,Explosives,5,26.55664,80.471525
36212,2024-02-17,16:19,Lucknow,145,FIREARM OFFENSE,60,M,None,4,26.808384,80.860768
36213,2024-02-17,01:03,Varanasi,208,VANDALISM,75,M,Blunt Object,1,25.292914,83.013704
36214,2024-02-17,16:32,Delhi,377,PUBLIC INTOXICATION,78,F,Firearm,10,28.677581,77.082923
36215,2024-02-17,06:43,Delhi,199,IDENTITY THEFT,42,F,Knife,18,28.806442,77.110893
36216,2024-02-17,23:47,Mumbai,143,DRUG OFFENSE,45,M,Explosives,1,19.176134,72.946557
36217,2024-02-18,04:02,Ahmedabad,385,IDENTITY THEFT,39,F,Other,16,23.047864,72.6064
36218,2024-02-18,18:34,Jaipur,420,PUBLIC INTOXICATION,70,F,Poison,3,26.946098,75.738051
36219,2024-02-18,17:56,Pune,565,VANDALISM,41,F,Explosives,13,18.618479,73.878211
36220,2024-02-18,01:43,Chennai,390,ROBBERY,26,F,Blunt Object,6,13.100507,80.252249
36221,2024-02-18,23:20,Delhi,350,CYBERCRIME,66,M,Knife,17,28.660082,77.022258
36222,2024-02-18,01:46,Thane,570,FRAUD,70,F,Explosives,4,19.248929,73.146736
36223,2024-02-18,03:31,Delhi,160,VEHICLE - STOLEN,27,F,Explosives,15,28.555998,76.924032
36224,2024-02-18,05:50,Nagpur,259,KIDNAPPING,56,F,Poison,14,21.181245,79.180992
36225,2024-02-18,23:16,Bangalore,556,ASSAULT,30,M,Other,3,13.084167,77.589372
36226,2024-02-18,13:39,Delhi,246,FRAUD,13,M,Other,13,28.674729,76.907081
36227,2024-02-18,16:05,Kolkata,311,CYBERCRIME,29,M,Other,16,22.609605,88.301271
36228,2024-02-18,13:21,Mumbai,370,SEXUAL ASSAULT,22,F,Blunt Object,8,18.95739,72.913186
36229,2024-02-18,09:23,Visakhapatnam,491,ASSAULT,35,F,Firearm,10,17.72925,83.309831
36230,2024-02-18,12:05,Mumbai,149,DRUG OFFENSE,48,M,None,14,19.173962,72.88839
36231,2024-02-18,15:10,Rajkot,543,TRAFFIC VIOLATION,73,M,Poison,11,22.335277,70.802096
36232,2024-02-18,23:20,Surat,105,CYBERCRIME,25,M,Poison,13,21.2636,72.878343
36233,2024-02-18,19:56,Nagpur,537,COUNTERFEITING,23,F,Other,14,21.228682,79.09893
36234,2024-02-18,10:50,Hyderabad,271,EXTORTION,54,F,Other,7,17.387078,78.550313
36235,2024-02-18,14:39,Delhi,305,HOMICIDE,28,F,Poison,11,28.745228,76.950505
36236,2024-02-18,18:48,Ahmedabad,211,HOMICIDE,34,M,Firearm,2,23.066338,72.545714
36237,2024-02-18,19:19,Pune,457,ARSON,27,F,None,16,18.532967,73.916061
36238,2024-02-18,09:43,Agra,530,FRAUD,34,F,Poison,14,27.24821,78.144018
36239,2024-02-18,14:22,Visakhapatnam,217,CYBERCRIME,35,F,Firearm,16,17.692609,83.215242
36240,2024-02-18,06:33,Bangalore,469,IDENTITY THEFT,16,F,Poison,4,12.954934,77.509067
36241,2024-02-19,09:07,Ahmedabad,487,ASSAULT,68,F,None,3,23.037109,72.61546
36242,2024-02-19,17:46,Jaipur,150,FRAUD,34,F,None,6,26.894833,75.984033
36243,2024-02-19,05:46,Lucknow,193,ILLEGAL POSSESSION,79,F,Blunt Object,11,26.763355,80.93374
36244,2024-02-19,06:42,Lucknow,313,DRUG OFFENSE,10,F,None,5,26.820801,80.976997
36245,2024-02-19,11:17,Meerut,332,IDENTITY THEFT,32,F,Blunt Object,1,28.917207,77.607616
36246,2024-02-19,19:50,Jaipur,234,KIDNAPPING,75,F,Firearm,18,26.927639,75.787542
36247,2024-02-19,01:02,Mumbai,114,FRAUD,68,F,None,7,19.141884,72.75141
36248,2024-02-19,12:07,Mumbai,493,DRUG OFFENSE,67,F,Knife,11,19.003656,72.919017
36249,2024-02-19,04:47,Lucknow,437,EXTORTION,35,F,Blunt Object,5,26.835315,80.920295
36250,2024-02-19,22:07,Hyderabad,105,SHOPLIFTING,16,F,Poison,2,17.342835,78.438574
36251,2024-02-19,00:59,Bangalore,473,BURGLARY,30,M,Explosives,11,12.991772,77.600443
36252,2024-02-19,01:50,Chennai,235,FIREARM OFFENSE,47,F,Knife,2,12.997911,80.18089
36253,2024-02-19,12:52,Indore,375,CYBERCRIME,36,M,Explosives,13,22.680556,75.868618
36254,2024-02-19,18:56,Chennai,122,CYBERCRIME,36,M,Poison,9,12.92194,80.15226
36255,2024-02-19,14:24,Hyderabad,154,KIDNAPPING,25,M,Explosives,10,17.315011,78.59251
36256,2024-02-19,13:41,Visakhapatnam,525,ASSAULT,12,F,Other,6,17.775867,83.332348
36257,2024-02-19,14:53,Faridabad,553,ASSAULT,40,F,None,4,28.378352,77.371671
36258,2024-02-19,08:50,Bangalore,402,HOMICIDE,73,M,Poison,13,12.904109,77.556486
36259,2024-02-19,05:34,Visakhapatnam,179,BURGLARY,41,M,Explosives,18,17.798625,83.315495
36260,2024-02-19,12:44,Agra,503,EXTORTION,34,M,Poison,2,27.244691,78.148291
36261,2024-02-19,13:43,Chennai,574,CYBERCRIME,12,M,Explosives,7,13.064725,80.289657
36262,2024-02-19,14:49,Nagpur,181,COUNTERFEITING,77,F,Explosives,19,21.117661,79.170915
36263,2024-02-19,23:48,Ahmedabad,512,CYBERCRIME,63,F,Explosives,19,23.080972,72.58024
36264,2024-02-19,18:20,Bangalore,275,EXTORTION,14,F,Explosives,1,12.95717,77.552833
36265,2024-02-20,21:24,Delhi,196,VEHICLE - STOLEN,23,F,None,13,28.852525,77.037831
36266,2024-02-20,00:37,Kolkata,224,KIDNAPPING,75,M,Blunt Object,5,22.685118,88.419521
36267,2024-02-20,14:21,Ghaziabad,410,VANDALISM,66,F,Firearm,1,28.794954,77.553216
36268,2024-02-20,18:02,Kanpur,516,SEXUAL ASSAULT,29,F,Other,6,26.409934,80.359258
36269,2024-02-20,11:46,Bhopal,207,CYBERCRIME,33,F,Knife,17,23.324737,77.449175
36270,2024-02-20,03:29,Ahmedabad,285,VANDALISM,51,F,Knife,17,23.025645,72.628185
36271,2024-02-20,01:46,Bangalore,405,ROBBERY,67,F,None,15,13.050696,77.656275
36272,2024-02-20,12:24,Chennai,569,PUBLIC INTOXICATION,42,F,Poison,18,13.138551,80.197525
36273,2024-02-20,02:40,Indore,256,EXTORTION,22,M,Poison,2,22.719451,75.816132
36274,2024-02-20,02:59,Mumbai,347,CYBERCRIME,54,F,Explosives,10,19.10549,72.787355
36275,2024-02-20,00:51,Chennai,448,FIREARM OFFENSE,10,F,Knife,9,13.148467,80.26199
36276,2024-02-20,09:15,Bangalore,190,KIDNAPPING,28,F,Explosives,1,13.038255,77.549333
36277,2024-02-20,15:00,Thane,383,COUNTERFEITING,19,F,Firearm,13,19.158148,73.144022
36278,2024-02-20,17:22,Kolkata,559,PUBLIC INTOXICATION,38,F,None,13,22.64071,88.380735
36279,2024-02-20,00:44,Jaipur,284,IDENTITY THEFT,78,F,Explosives,7,26.814466,75.796367
36280,2024-02-20,10:23,Ahmedabad,122,ASSAULT,52,F,None,15,23.053275,72.614223
36281,2024-02-20,12:48,Ahmedabad,506,IDENTITY THEFT,21,M,Poison,9,23.036475,72.544187
36282,2024-02-20,21:53,Thane,327,KIDNAPPING,36,M,Knife,13,19.115043,72.975416
36283,2024-02-20,13:25,Lucknow,143,SEXUAL ASSAULT,43,F,Other,16,26.886584,81.047577
36284,2024-02-20,04:49,Meerut,451,ARSON,15,F,Poison,9,29.042072,77.665996
36285,2024-02-20,01:25,Lucknow,279,HOMICIDE,16,F,Poison,8,26.897343,80.871998
36286,2024-02-20,21:57,Delhi,416,KIDNAPPING,61,F,Explosives,17,28.702377,76.915898
36287,2024-02-20,16:56,Jaipur,548,EXTORTION,43,M,Explosives,13,26.835598,75.848637
36288,2024-02-20,07:27,Hyderabad,502,COUNTERFEITING,47,M,Knife,9,17.545197,78.568558
36289,2024-02-21,18:39,Thane,577,CYBERCRIME,21,F,None,17,19.181977,73.077341
36290,2024-02-21,05:19,Mumbai,422,FRAUD,46,F,Firearm,13,18.962402,72.852405
36291,2024-02-21,03:30,Kanpur,241,COUNTERFEITING,73,M,Other,14,26.451344,80.285211
36292,2024-02-21,03:52,Bangalore,275,ARSON,54,M,Blunt Object,14,13.078976,77.67268
36293,2024-02-21,14:54,Bangalore,540,PUBLIC INTOXICATION,77,F,Poison,19,13.001725,77.592161
36294,2024-02-21,08:28,Agra,491,VANDALISM,69,F,None,3,27.209391,78.100682
